id,name,Description,Quantity,ImageURLs,Category,Inventorization,quantityAvailable,Ед. Изм.,Состояние ,Комментарии От Нечаева ,Комментарии кладовщика ,Ответ проектного отдела 
295,Магниты ,"Для магнитно-маркерных досок ,разноцветные , материал:пластик на магните",100,https://imgur.com/733vZ7R,Аренда/Доп.оборудование,,100,шт.,Рабочее,,,
296,Футболка белая анимэ,Одежда для менеджеров и персонала,7,https://imgur.com/mcPU46k,Текстиль/Форма менеджеров,,7,шт.,Неизвестно,,,
297,Футболка белая плотная  фотограф,Одежда для менеджеров и персонала,2,https://imgur.com/JGAtASs,Текстиль/Форма менеджеров,,2,шт.,Неизвестно,,,
298,Футболка белая поло,Одежда для менеджеров и персонала,2,https://imgur.com/M2wsxQP,Текстиль/Форма менеджеров,,2,шт.,Неизвестно,,,
299,Футболка Брайт бежевая,Одежда для менеджеров и персонала,1,https://imgur.com/ev4VNYj,Текстиль/Форма менеджеров,,1,шт.,Неизвестно,,,
300,Футболка кофейная Брайт,Одежда для менеджеров и персонала,5,https://imgur.com/EoWdhdG,Текстиль/Форма менеджеров,,5,шт.,Неизвестно,,,
301,Футболка хаки Брайт,Одежда для менеджеров и персонала,4,https://imgur.com/4mMVUwu,Текстиль/Форма менеджеров,,4,шт.,Рабочее,,,
302,Футболка Брайт серые монтажные,Одежда для менеджеров и персонала,5,https://imgur.com/undefined,Текстиль/Форма менеджеров,,5,шт.,Рабочее,,,
303,Футболка Брайт черные монтажные,Одежда для менеджеров и персонала,6,https://imgur.com/GvqmKEe,Текстиль/Форма менеджеров,,6,шт.,Рабочее,,,
304,Футболка серая без надписи,Одежда для менеджеров и персонала,3,https://imgur.com/h3s7dJf,Текстиль/Форма менеджеров,,3,шт.,Рабочее,,,
305,Футболка синяя клининг (новая),Одежда для менеджеров и персонала,10,https://imgur.com/Y6XlaZy,Текстиль/Форма менеджеров,,10,шт.,Рабочее,,,
306,Футболка промо брендированная серая,Одежда для менеджеров и персонала,13,https://imgur.com/jEpiwob,Текстиль/Форма менеджеров,,13,шт.,Рабочее,,,
307,Манишки брендированные Bright белая,Одежда для менеджеров и персонала,19,https://imgur.com/undefined,Текстиль/Форма менеджеров,,19,шт.,Рабочее,,,
308,Маракасы,"Ударно-шумовой музыкальный инструмент. Маракасы состоят:корпуса,наполнителя и ручки, в комплекте 2 шт..",6,https://imgur.com/jdU1t7D,Аренда/Аттракционы,,6,компл.,Рабочее,,,
309,Маркеры белые,Перманентный маркер 1 шт.,16,https://imgur.com/Y21JiUm,Расходники/Бытовой,,16,шт.,Рабочее,,,
